PDF_URL,Local_File_Path
https://sdgs.un.org/sites/default/files/vlrs/2022-07/vlr_city_of_hanover.pdf,precompute-data/download_vlr_pdfs/downloads/2c1fd8a5/vlr_city_of_hanover.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-07/vlr_cordoba_2022-arg_baja.pdf,precompute-data/download_vlr_pdfs/downloads/4b956448/vlr_cordoba_2022-arg_baja.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-08/3_rlv_governo_do_estado_do_para_2022.pdf,precompute-data/download_vlr_pdfs/downloads/e1e02ba6/3_rlv_governo_do_estado_do_para_2022.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-08/3rd_vlr_state_government_of_para_2022.pdf,precompute-data/download_vlr_pdfs/downloads/a24ffa9e/3rd_vlr_state_government_of_para_2022.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-08/city_of_kiel_voluntary_local_review_2022.pdf,precompute-data/download_vlr_pdfs/downloads/729b444b/city_of_kiel_voluntary_local_review_2022.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-08/informe_voluntario_2021.pdf,precompute-data/download_vlr_pdfs/downloads/fcc9f506/informe_voluntario_2021.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-08/rlv-pereira-final-hq-colombia.pdf,precompute-data/download_vlr_pdfs/downloads/4aae81bf/rlv-pereira-final-hq-colombia.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-08/rvl_sanjusto_digital.pdf,precompute-data/download_vlr_pdfs/downloads/cbf59bc4/rvl_sanjusto_digital.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-08/vlr_dusseldorf_2022.pdf,precompute-data/download_vlr_pdfs/downloads/ec68d53a/vlr_dusseldorf_2022.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-08/vlr_on_the_sdgs-city_council_penang_island.pdf,precompute-data/download_vlr_pdfs/downloads/84173e9d/vlr_on_the_sdgs-city_council_penang_island.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-08/vlr_santa_fe.pdf,precompute-data/download_vlr_pdfs/downloads/f2f550c6/vlr_santa_fe.pdf
